動画ID,aa,ccc,gj,gumi,intro,joy,ktkr,meiko,mirai,wktk,wr,www,yyy,いい,いいね,うい,うぽつ,ええ,おおい,お前,かっこ,かっこいい,かわいい,かわゆい,きた,きれい,ここ,こと,これ,さん,すき,すぎ,すこっぷ,すごい,そう,それ,たま,ちゃん,ちょ,っぽい,ない,なに,なん,ほしい,みたい,もきゅもきゅ,やばい,よい,よさげ,りんり,アブ,カラオケ,コピー,コメ,サビ,タグ,ダイヤ,ネギ,ハート,マイリス,ミク,ミリオン,リリン,リン,ルカ,レン,一番,中毒,久々,久しぶり,乖離,今日,共感,再生,初見,動画,可愛い,大好き,好き,好きだ,小説,弾幕,忍者,愛愛愛,感じ,支援,最高,期待,歌詞,殿堂入り,画質,神曲,素敵,綺麗,職人,脚気,良い,調教,配信,鳥肌
sm14934781,0,0,2,0,0,11,0,0,0,2,0,31,0,11,0,2,0,1,0,17,0,0,0,0,0,0,1,4,13,2,1,1,0,1,1,1,0,0,22,0,2,7,3,0,0,0,3,1,0,0,0,0,7,2,0,24,0,0,6,0,9,0,0,0,0,0,0,3,0,1,0,0,0,2,4,7,4,1,4,1,0,0,0,0,0,1,0,2,4,6,0,0,0,0,0,1,1,0,1,0
sm14945102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm15010446,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,1,1,0,0,15,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,1,0,2
sm14989713,7,0,2,1,0,0,1,0,0,9,0,13,0,14,2,3,2,3,1,2,1,4,3,0,1,1,2,6,37,6,6,1,0,3,3,1,1,0,0,0,4,0,0,4,3,0,5,1,0,0,0,4,0,23,0,2,0,0,0,1,1,97,0,0,0,0,1,1,6,6,0,0,0,7,41,1,1,11,8,3,0,11,0,0,0,9,3,2,1,0,0,5,2,1,1,1,5,2,0,2
sm15015175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
sm15016420,7,0,4,0,0,34,3,0,0,24,48,4,258,30,4,10,2,11,4,1,0,1,163,10,10,0,0,32,23,6,2,3,0,6,1,1,0,27,2,2,7,2,9,3,2,0,11,6,0,0,0,1,128,1,3,1,0,0,229,1,0,8,0,47,0,1,2,0,2,1,0,3,4,3,46,4,56,25,31,9,31,17,0,0,1,0,22,0,9,0,3,1,3,0,30,0,6,1,7,0
sm15022913,0,0,0,0,1,0,0,0,0,0,0,26,0,52,4,12,0,1,13,2,0,0,9,1,14,0,22,3,33,52,7,2,0,16,2,26,0,4,3,1,12,2,2,3,2,0,12,5,0,0,0,8,0,6,0,1,0,0,2,5,28,14,0,0,0,0,5,2,0,0,0,1,1,3,25,0,33,34,52,3,1,0,0,0,2,4,29,0,5,0,2,16,1,1,0,1,6,1,0,0
sm15032299,0,0,1,1,0,0,0,0,0,0,0,0,0,17,10,0,0,1,0,0,0,0,33,1,0,4,8,0,5,4,0,2,0,3,0,0,0,0,0,6,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,7,2,5,3,0,0,0,0,2,0,0,0,0,1,1,0,1,3,0,0,1,0,0,0
sm15044727,0,0,0,2,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
sm15054061,0,0,0,0,1,2,1,0,0,23,0,4,0,7,2,2,6,5,0,2,7,31,1,0,2,0,0,1,7,1,1,1,0,1,1,0,0,3,2,0,9,1,1,0,1,0,7,3,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,8,8,33,0,0,0,0,0,0,0,2,0,2,0,2,2,1,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,37,0,0,5,0
sm15099538,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15090846,0,0,0,0,1,0,0,0,0,2,0,0,0,9,4,0,1,0,0,0,0,1,0,0,0,0,1,0,3,5,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,4,0,2,1
sm15101518,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,0,2,0,0,0,0,16,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15107170,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,2,0,0,0,0,5,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
sm15147135,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,7,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
sm15189350,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,2,0,1,0,0,0,0,5,0,0,0,2,0,4,0,3,1,0,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,7,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,4,0,0
sm15207451,0,0,4,55,0,22,29,0,0,291,0,1,0,22,2,1,30,2,2,1,0,0,24,0,4,2,1,3,9,18,0,3,0,3,0,0,0,3,1,1,4,0,0,0,1,0,2,1,1,0,0,0,0,0,0,3,0,0,5,5,0,0,0,0,0,0,0,0,1,0,0,1,3,7,54,0,11,12,5,2,0,0,0,0,1,1,2,1,1,0,3,1,1,0,3,0,2,3,2,1
sm15242659,0,0,0,0,0,0,0,0,0,7,0,1,0,1,1,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
sm15230821,18,0,0,26,0,0,0,0,0,0,0,20,0,35,7,4,0,3,2,5,2,8,20,1,6,0,11,3,5,22,1,3,0,7,1,20,13,5,0,1,14,1,1,2,1,0,11,17,0,0,0,2,0,1,8,0,0,0,6,0,0,0,0,0,0,0,2,0,1,1,0,4,1,0,2,0,5,6,22,1,4,2,0,0,1,0,9,0,2,0,0,4,8,1,1,4,4,6,0,1
sm15279074,7,0,1,51,0,3,0,0,0,0,0,20,0,53,19,3,0,15,1,1,0,0,139,10,5,1,9,4,6,55,10,5,0,6,0,2,59,4,1,4,14,1,1,2,1,0,4,1,1,0,0,1,0,1,5,0,0,0,3,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,25,5,13,1,0,1,0,0,3,0,4,1,1,0,0,2,1,0,0,0,1,28,1,1
sm15289816,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1
sm15318436,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,1,1,0,0,0
sm15308214,4,0,0,0,0,0,2,0,0,5,0,76,0,32,17,9,1,10,1,3,1,14,10,1,45,1,12,12,38,110,4,1,0,4,3,23,0,23,3,1,12,3,3,1,2,0,6,6,0,0,337,2,0,19,2,2,0,0,1,1,2,99,0,35,0,2,20,3,4,9,0,1,0,30,12,8,4,31,37,3,1,7,0,0,0,26,17,1,3,0,3,905,0,1,1,6,9,5,0,0
sm15350132,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15354560,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
sm15361114,0,0,1,0,0,0,0,0,0,0,0,0,0,9,3,0,0,2,0,0,0,2,2,0,0,0,1,0,4,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
sm15428781,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15430979,0,0,1,3,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,11,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,2,1,1,0,0,0,0,0
sm15448244,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,1,7,3,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,0,1,1,6,0,1,1,2,0,0
sm15470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15474540,0,0,1,0,0,0,0,0,0,0,0,2,0,6,6,1,0,2,0,0,0,0,2,0,0,1,0,0,2,1,1,1,0,9,1,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,1,0,5,0,1,0,2,1,0,1,1,20,0,3
sm15493390,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15522291,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,2,4,1,0,0,0,0,0,2,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,7,0,5,0,1
sm15522536,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
sm15531021,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0
sm15533024,0,0,1,0,0,1,2,0,0,5,0,2,0,4,1,0,9,0,0,0,0,7,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0
sm15568640,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm15553296,0,0,0,0,1,0,3,0,0,14,0,0,0,8,2,0,23,6,1,0,6,18,0,0,2,0,1,0,2,5,0,0,0,3,0,0,0,0,1,0,5,6,11,1,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0
sm15572522,0,0,0,0,0,1,0,0,0,0,0,0,0,12,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sm15652860,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1
sm15583068,0,0,0,1,0,0,0,0,0,5,0,2,0,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
sm15676851,1,0,1,32,0,1,0,0,0,0,0,15,0,48,5,3,0,7,7,1,6,9,184,10,2,1,15,4,13,5,7,8,0,7,4,11,0,15,7,1,17,1,6,2,8,0,10,3,0,0,0,0,1,2,6,5,0,0,15,5,0,1,0,0,0,0,0,0,0,0,0,1,70,1,0,0,48,13,25,5,0,1,0,0,3,0,9,0,15,0,2,0,0,0,0,3,4,0,0,3
sm15686024,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm15686051,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
sm15696369,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sm15714327,0,0,1,0,1,1,2,0,0,23,0,1,0,2,0,0,5,0,1,0,0,7,0,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,2,0,1,0
sm15719556,0,0,0,0,0,0,1,0,0,0,0,0,0,39,38,0,1,3,1,0,0,6,56,7,0,0,1,0,14,8,3,1,0,1,0,1,0,0,0,3,7,1,1,0,5,0,3,2,0,0,0,0,0,0,1,1,0,0,0,4,1,0,0,0,20,8,0,2,0,1,0,0,0,2,1,0,15,4,23,4,0,0,0,0,5,0,0,1,3,0,2,0,5,1,0,2,3,3,0,1
sm15719565,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,0,0,1,1,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,0,1,1,0,0
sm15741427,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
sm15751190,0,0,0,1,0,0,0,0,0,0,0,56,0,70,5,3,1,1,16,11,1,3,2,0,13,0,5,61,27,21,39,3,0,3,39,2,1,0,1,0,38,0,6,2,1,0,4,4,0,0,0,3,0,4,1,0,0,0,0,0,14,1,0,0,0,0,5,0,0,8,0,10,3,1,0,6,5,17,33,2,14,1,0,0,1,2,8,0,4,0,0,3,0,1,0,1,18,0,0,0
sm15789837,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,1,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0
sm15800552,0,0,2,1,0,0,1,0,0,0,0,1,0,15,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,1,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,2,1,0,5
sm15815944,0,0,0,0,3,0,0,0,0,32,0,1,0,2,0,0,1,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
sm15825105,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,1,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm15841119,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
sm15844332,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
sm15853580,0,0,0,1,1,0,0,0,0,10,0,0,0,4,1,0,0,1,0,0,2,5,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
sm15875228,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,1,0,0,2,1,0,0,3,0,0,12,4,3,1,0,8,2,0,0,0,0,2,1,3,3,0,3,0,7,1,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,0,0,0,1,0,0,0,4,0,0,1,2,0,0,1
sm15922203,0,0,0,0,0,0,1,0,0,15,0,0,0,10,1,1,15,0,1,0,0,2,0,0,1,1,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm15933955,0,0,0,0,0,0,0,0,0,6,0,0,0,5,2,1,2,1,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sm15942116,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm15970184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sm15955450,1,0,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,0,0,0,7,3,0,0,1,0,0,2,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,3,1,1,1,0,3,0,2,0,0
sm15987636,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,11,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0
sm16007598,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
