動画ID,ccc,gumi,wktk,wr,www,yyy,いい,いいね,ええ,かっこいい,かわいい,きた,ここ,これ,さん,すごい,ない,やばい,ダイヤ,ハート,ミク,リン,レン,中毒,乖離,可愛い,大好き,好き,愛愛愛,最高
nm10674682,542,0,0,0,4,0,5,0,0,0,16,0,0,16,0,0,4,0,0,2,1,1,0,1,0,6,0,0,0,0
nm12177206,0,0,26,1,2,11,8,0,2,0,39,9,0,5,2,0,0,0,12,0,0,0,7,2,0,4,6,3,0,0
nm13287759,0,0,0,0,0,0,11,2,0,6,1,0,0,10,13,10,1,5,0,0,2,0,0,1,0,0,1,7,0,1
sm10027079,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
sm10038694,0,0,0,0,0,0,7,3,2,0,17,1,0,3,0,3,0,5,0,1,1,0,0,0,0,2,2,0,0,0
sm10037227,0,0,0,0,0,0,11,3,4,32,0,2,7,4,4,1,2,1,0,0,0,0,0,0,0,0,5,5,0,3
sm10066433,0,0,0,0,0,0,5,2,0,0,1,0,1,1,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,1
sm10175368,0,0,0,0,0,0,2,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
sm10219141,0,0,0,0,0,0,8,1,0,3,1,0,0,4,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0
sm10385393,0,0,36,0,3,0,10,5,9,16,1,3,0,3,3,2,0,3,0,0,0,1,5,2,0,0,2,2,0,0
sm10242501,0,0,0,0,1,0,20,5,1,10,0,0,0,6,2,2,1,2,0,0,0,0,1,1,0,0,0,5,0,0
sm10393864,0,26,0,0,3,0,45,5,0,1,13,1,8,7,4,2,8,3,0,0,0,0,0,1,0,13,17,17,0,11
sm10443985,0,0,1,0,7,0,2,1,8,0,2,0,0,2,2,3,2,0,0,0,2,0,0,0,0,1,0,0,0,0
sm10445286,0,0,0,0,0,0,1,0,0,5,0,0,0,1,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,1
sm10446457,0,0,13,0,0,0,23,3,7,0,133,14,1,9,12,0,2,0,0,26,0,41,1,4,0,34,16,6,0,1
sm10446708,0,0,3,0,0,0,12,3,0,5,0,0,0,3,7,2,1,0,0,0,0,8,0,0,0,1,5,2,0,1
sm10453745,0,0,3,0,1,0,1,0,0,2,5,5,0,3,0,1,0,0,0,0,0,3,0,0,0,1,0,5,0,1
sm10533832,0,0,103,0,18,87,58,13,7,14,5,37,9,62,22,16,7,21,0,0,4,0,0,156,0,0,70,51,0,24
sm10543519,0,0,0,0,8,0,12,5,2,1,3,1,6,9,1,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1
sm10565041,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm10628168,0,2,0,0,0,0,1,0,0,5,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,3
sm10626762,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm10632158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm10659443,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm10820620,0,13,0,0,0,0,19,5,1,1,3,0,2,5,6,1,1,1,0,0,0,0,0,0,0,2,2,2,0,4
sm10713103,0,0,0,0,3,0,25,3,3,0,66,0,1,6,11,4,22,1,0,1,0,0,0,0,0,13,1,9,0,4
sm10868543,0,0,0,0,1,0,13,5,0,0,3,0,1,4,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
sm10971662,0,0,11,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
sm10907267,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm10975244,0,0,0,0,0,0,1,0,0,0,2,0,1,1,2,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
sm11049254,0,0,1,0,0,0,5,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm11080597,0,0,0,0,0,0,6,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm11139657,0,0,14,0,2,0,14,2,0,6,0,0,0,2,0,5,0,1,0,0,1,0,0,0,0,0,0,2,0,0
sm11086161,0,0,41,0,4,0,14,3,1,30,3,14,2,4,8,0,8,3,0,0,0,0,0,0,0,1,4,5,0,1
sm11151641,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm11146117,0,0,7,0,1,0,6,0,0,23,1,6,0,4,1,0,1,0,0,0,0,6,0,0,0,0,7,7,0,4
sm11165729,0,0,27,0,2,0,8,0,1,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,0,1
sm11183729,0,1,0,0,0,0,3,0,0,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm11237572,0,15,0,0,5,0,31,3,1,51,15,0,3,7,8,4,0,3,0,0,0,0,0,1,0,2,5,1,0,5
sm11240351,0,0,0,0,0,0,4,1,0,0,25,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0
sm11244099,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sm11252628,0,0,0,0,0,0,8,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sm11270299,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm11294837,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm11325190,0,0,0,0,4,0,24,3,3,0,61,0,2,15,2,4,7,4,0,7,0,51,0,2,0,23,3,5,0,3
sm11398259,0,0,0,0,0,0,3,1,0,0,1,0,1,2,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0
sm11398357,0,54,0,0,41,0,31,4,7,77,4,17,10,23,9,3,5,8,0,1,1,0,0,2,0,3,22,31,0,18
sm11407152,0,0,3,0,0,0,3,0,0,0,0,1,0,5,1,2,0,1,0,0,0,0,0,0,0,0,0,3,0,0
sm11409063,0,0,0,0,4,0,18,9,0,2,4,1,2,5,12,4,3,0,0,0,1,0,0,1,0,1,6,9,0,2
sm11412217,0,0,0,0,0,0,0,1,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0
sm11477181,0,0,8,0,1,0,2,0,0,2,0,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1
sm11589161,0,0,2,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
sm11641089,0,5,0,0,21,0,30,5,2,41,5,2,9,13,3,19,8,10,0,0,0,12,0,7,0,0,3,15,0,7
sm11714132,0,0,150,0,3,0,32,6,1,0,71,52,0,24,92,12,1,1,0,7,1,0,0,2,0,14,25,28,0,7
sm11760748,0,0,0,0,0,0,2,0,1,5,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
sm11774439,0,0,0,0,4,0,2,3,0,0,3,2,0,9,1,0,1,1,0,6,2,1,1,0,0,1,0,1,0,0
sm11788815,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm11849610,0,0,2,0,0,0,8,2,1,5,2,7,0,2,7,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
sm11879325,0,0,132,0,0,0,4,0,1,2,0,11,0,2,2,1,0,4,0,0,0,0,0,9,0,0,2,3,0,1
sm11964950,0,0,0,0,0,0,26,7,2,27,5,1,5,3,2,2,1,1,0,0,0,0,2,0,0,1,1,5,0,1
sm12041264,0,0,0,0,1,0,7,6,1,4,4,2,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,2,0,3
sm11970630,0,32,0,0,2,0,56,13,7,47,10,4,4,29,3,10,5,9,0,2,1,1,0,31,0,1,6,26,0,9
sm12090023,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
sm12183265,0,1,0,0,0,0,1,3,0,2,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
sm12177762,0,0,34,0,0,0,15,4,0,1,5,4,1,15,2,2,2,3,0,0,1,3,0,1,0,1,6,6,0,8
sm12253877,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm12264707,0,36,154,0,2,0,41,31,0,16,1,12,1,26,23,3,16,3,768,1,0,0,0,13,0,1,26,31,0,5
sm12339479,0,0,2,0,0,0,3,1,0,5,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm12347529,0,0,67,0,0,0,9,4,0,0,18,1,0,2,3,0,0,0,0,0,5,0,0,2,0,2,0,3,0,0
sm12355109,0,0,0,0,1,0,4,2,2,1,1,0,0,9,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1
sm12365006,0,0,0,0,1,0,8,2,0,0,10,1,0,3,3,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0
sm12412526,0,0,12,0,1,0,5,0,0,0,5,0,0,1,0,1,1,1,0,23,0,9,0,0,0,0,0,0,0,1
sm12377743,0,1,0,0,0,0,0,1,1,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,0,1,0,0
sm12396792,0,9,0,0,2,0,20,4,1,28,5,3,11,13,11,8,4,6,0,0,0,0,0,4,0,1,3,8,5,2
sm12468990,0,0,0,0,0,0,7,3,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm12476122,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
sm12507705,0,0,0,0,0,0,4,1,0,0,12,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0
sm12527072,0,2,0,0,0,0,3,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
sm12556756,0,0,7,0,0,0,3,0,0,0,8,1,0,1,7,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1
sm12581573,0,0,7,0,1,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sm12549171,0,34,1,0,1,0,51,32,6,94,3,3,6,14,9,3,3,5,0,0,1,3,0,4,0,1,8,12,0,6
sm12588223,0,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
sm12616812,0,2,0,0,0,0,7,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm12645546,0,0,0,0,0,0,20,8,0,1,2,0,4,3,1,1,0,2,0,0,0,0,1,0,0,1,0,6,0,0
sm12647084,0,0,0,0,0,0,13,4,1,7,2,0,1,2,0,2,0,2,0,0,0,0,0,2,0,0,0,6,0,0
sm12595936,0,0,108,0,3,0,16,8,1,23,0,47,2,30,30,2,5,7,0,0,1,0,0,37,0,0,17,18,1,3
sm12648576,0,0,0,0,0,0,2,0,0,2,2,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
sm12671927,0,0,2,0,0,0,11,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1
sm12718205,0,0,0,0,0,0,6,4,0,0,11,0,6,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0
sm12835874,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
sm12757490,0,0,0,0,7,0,47,2,7,0,127,3,3,23,7,4,5,0,0,9,0,1223,0,9,0,25,2,1,0,4
sm12875825,0,0,0,0,0,0,1,0,1,0,0,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0
sm12864126,0,0,2,0,1,0,12,4,2,25,15,3,4,20,15,11,7,3,0,0,1,0,0,0,0,5,2,0,0,3
sm12888483,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
sm12894209,0,52,8,0,25,0,15,15,6,36,13,7,2,18,12,0,5,8,42,68,1,0,0,8,0,6,12,22,0,18
sm12929188,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm12967128,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
sm12957824,0,0,0,0,19,0,19,3,3,0,92,1,1,5,6,0,1,3,0,0,0,0,0,0,0,12,2,0,0,1
sm12981881,0,0,0,0,0,0,4,3,1,1,1,0,0,2,0,2,0,3,0,0,0,0,0,0,0,1,0,1,0,0
sm12990765,0,0,0,0,0,0,5,4,0,4,1,0,3,4,8,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0
sm13087456,0,0,0,0,0,0,4,3,5,5,1,0,1,3,2,2,1,7,0,0,2,0,0,0,0,0,0,2,0,0
sm13101737,0,0,1,0,0,0,1,0,0,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
sm13121567,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
sm13124416,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm13207406,0,0,0,0,0,0,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm13269029,0,0,0,0,0,0,7,2,1,5,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1
sm13283978,0,0,0,0,1,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm13304052,0,18,0,0,3,0,36,5,1,0,59,0,3,0,0,3,5,2,0,2,0,0,0,1,0,27,7,22,0,1
sm13306896,0,0,0,0,5,1,80,18,4,5,68,1,14,26,18,23,9,11,0,1,7,0,0,9,0,16,9,27,0,12
sm13355870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sm13361994,0,0,0,12,9,92,35,6,6,13,69,2,5,10,7,5,11,10,0,2,2,104,94,0,0,61,23,20,0,32
sm13523086,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
sm13539726,0,0,0,0,0,0,1,4,1,11,1,0,0,0,1,0,1,1,0,0,0,6,6,1,0,0,1,0,0,0
sm13611637,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm13660306,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm13667717,0,12,5,0,2,0,15,12,0,25,2,1,3,7,3,1,0,0,0,0,0,1,0,5,0,1,2,2,662,4
sm13688764,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
sm13743929,0,0,0,0,0,0,11,8,0,6,6,0,0,5,1,3,1,0,0,0,4,9,0,0,0,1,0,4,0,1
sm13828417,0,0,0,0,0,0,1,0,0,1,4,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
sm13877207,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
sm13906236,0,0,0,0,0,0,0,1,1,2,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
sm13933448,0,2,9,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
sm13975932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
sm13984259,0,0,0,0,0,0,3,2,0,6,0,0,0,2,0,2,0,6,0,0,0,0,5,1,0,0,1,1,0,0
sm13988881,0,0,43,0,0,0,7,1,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
sm13991340,0,0,111,0,0,0,12,6,0,0,1,0,0,3,2,0,1,0,0,2,0,0,0,0,0,1,1,4,0,0
sm14011063,0,0,0,0,0,0,4,1,0,0,4,0,0,0,1,3,19,0,0,0,0,0,0,0,0,1,0,0,0,0
sm14023769,0,0,1,0,1,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm14019085,0,0,0,0,1,0,11,2,0,2,1,0,1,0,0,2,0,0,0,0,5,0,0,1,0,0,0,3,0,0
sm14026396,0,0,4,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm14162938,0,4,0,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
sm14129888,0,0,0,0,0,0,11,1,0,2,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
sm14188383,0,0,0,0,0,0,5,3,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
sm14178212,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm1418287,0,0,4,0,0,0,4,0,7,0,1,2,0,31,0,17,2,0,0,0,9,0,0,0,0,0,0,2,0,1
sm14270346,0,22,16,0,2,0,18,7,0,28,3,2,1,4,1,2,0,7,0,0,0,1,0,0,0,0,1,2,0,0
sm14300255,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
sm14274692,0,3,1,0,0,0,2,0,4,2,0,2,2,5,4,1,1,1,0,0,1,0,0,3,0,0,1,4,0,2
sm14367556,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
sm14340959,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1
sm14407430,0,1,43,0,0,0,5,1,0,6,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0
sm14503375,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm14535451,0,0,59,0,8,0,28,17,2,1,128,2,0,23,4,18,0,3,0,0,3,0,0,10,0,14,3,9,0,0
sm1459286,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
sm14605161,0,0,8,0,1,0,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sm14606732,0,0,0,0,95,0,9,5,1,8,14,1,4,26,18,5,0,3,0,0,43,0,0,6,0,1,3,5,0,3
sm14619871,0,4,0,0,0,0,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
sm14637044,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sm14639128,0,0,0,0,1,0,8,0,0,0,9,1,1,3,3,1,0,0,0,0,0,0,1,0,0,1,1,2,0,1
sm14639413,0,0,0,0,2,0,11,7,2,0,47,1,0,1,1,0,11,1,0,1,0,0,1,0,0,9,0,3,0,1
sm14657185,0,0,0,0,0,0,3,0,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
sm14641461,0,0,1,0,1,0,18,15,6,14,9,2,3,10,1,7,1,1,0,0,0,1,0,0,0,3,1,7,0,2
sm14662292,0,0,1,0,0,0,3,0,0,2,0,1,0,3,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
sm14679230,0,0,0,0,0,0,5,5,2,0,26,0,1,1,6,1,1,1,0,0,0,0,0,0,0,2,3,2,0,1
sm14700702,0,0,0,0,0,0,5,4,0,0,3,0,0,3,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0
sm14704133,0,0,0,0,1,0,6,1,1,1,7,0,0,10,0,1,2,1,0,0,0,0,0,4,0,1,0,1,0,1
sm14742092,0,0,0,0,0,0,2,0,0,0,11,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
